article_id,title,authors,year,journal,volume,issue,doi,publisher_outlet,ebsco_an,ebsco_search_position,abstract,ebsco_db,ebsco_plink,cover_date,sources,source_import_file,ebsco_batch,legacy_refid,legacy_final_include,legacy_text_snippet,legacy_mv_pct,legacy_match_method,legacy_match_confidence,screening_status,screening_level1_include,screening_notes,extraction_status,study_order,extraction_file,zotero_key,pdf_path,has_pdf,examination_status,pdf_status,corpus_tier,examination_source,examination_updated_at,notes,created_at,updated_at
M0674,"'Going out' of the box: Close intercultural friendships and romantic relationships spark creativity, workplace innovation, and entrepreneurship.","Lu, Jackson G. ; Hafenbrack, Andrew C. ; Eastwick, Paul W. ; Wang, Dan J. ; Maddux, William W. ; Galinsky, Adam D.",2017,Journal of Applied Psychology,102,7,10.1037/apl0000212,APA/PSYC,2017-14072-001,,"The present research investigates whether close intercultural relationships promote creativity, workplace innovation, and entrepreneurship—outcomes vital to individual and organizational success. We triangulate on these questions with multiple methods (longitudinal, experimental, and field studies), diverse population samples (MBA students, employees, and professional repatriates), and both laboratory and real-world measures. Using a longitudinal design over a 10-month MBA program, Study 1 found that intercultural dating predicted improved creative performance on both divergent and convergent thinking tasks. Using an experimental design, Study 2 established the causal connection between intercultural dating and creativity: Among participants who had previously had both intercultural and intracultural dating experiences, those who reflected on an intercultural dating experience displayed higher creativity compared to those who reflected on an intracultural dating experience. Importantly, cultural learning mediated this effect. Extending the first 2 studies, Study 3 revealed that the duration of past intercultural romantic relationships positively predicted the ability of current employees to generate creative names for marketing products, but the number of past intercultural romantic partners did not. In Study 4, we analyzed an original dataset of 2,226 professional repatriates from 96 countries who had previously worked in the U.S. under J-1 visas: Participants’ frequency of contact with American friends since returning to their home countries positively predicted their workplace innovation and likelihood of becoming entrepreneurs. Going out with a close friend or romantic partner from a foreign culture can help people “go out” of the box and into a creative frame of mind. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",APA PsycArticles,https://research.ebsco.com/plink/4b2fb2dd-59cb-3bf7-801f-72240deb2cc1,"Jul, 2017",ebsco_2026_06_batch11,EBSCO-Metadata-06_24_2026-12.csv,11,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=551-570,2026-06-26,2026-06-26
M0675,Relational energy at work: Implications for job engagement and job performance.,"Owens, Bradley P. ; Baker, Wayne E. ; Sumpter, Dana McDaniel ; Cameron, Kim S.",2016,Journal of Applied Psychology,101,1,10.1037/apl0000032,APA/PSYC,2015-27503-001,,"Energy is emerging as a topic of importance to organizations, yet we have little understanding of how energy can be useful at an interpersonal level toward achieving workplace goals. We present the results of 4 studies aimed at developing, validating, and testing the relational energy construct. In Study 1, we report qualitative insights from 64 individuals about the experience and functioning of relational energy in the workplace. Study 2 draws from 3 employee samples to conduct exploratory and confirmatory factor analyses on a measure of relational energy, differentiating relational energy from related constructs. To test the predictive validity of the new relational energy scale, Study 3 comprises data from employees rating the level of relational energy they experienced during interactions with their leaders in a health services context. Results showed that relational energy employees experienced with their leaders at Time 1 predicted job engagement at Time 2 (1 month later), while controlling for the competing construct of perceived social support. Study 4 shows further differentiation of relational energy from leader–member exchange (LMX), replicates the positive relationship between relational energy (Time 1) and job engagement (Time 2), and shows that relational energy is positively associated with employee job performance (Time 3) through the mechanism of job engagement. We discuss the theoretical implications of our findings and highlight areas for future research. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",APA PsycArticles,https://research.ebsco.com/plink/94277d97-f042-34b4-94cc-a66f4677b72e,"Jan, 2016",ebsco_2026_06_batch11,EBSCO-Metadata-06_24_2026-12.csv,11,,,,,,,pending,,,none,,,,review/EBSCO/pdfs/EBSCO_M0003_construct_In_Study_2016_RELATIONAL_ENERGY_AT_WORK.pdf,True,not_read,available,ebsco_screened,default,2026-06-30,ebsco_record_range=551-570,2026-06-26,2026-06-30
M0676,Culture and medical decision making: Healthcare consumer perspectives in Japan and the United States.,"Alden, Dana L. ; Friend, John M. ; Lee, Angela Y. ; de Vries, Marieke ; Osawa, Ryosuke ; Chen, Qimei",2015,Health Psychology,34,12,10.1037/hea0000229,APA/PSYC,2015-25962-001,,"Objective: Two studies identified core value influences on medical decision-making processes across and within cultures. Methods: In Study 1, Japanese and American adults reported desired levels of medical decision-making influence across conditions that varied in seriousness. Cultural antecedents (interdependence, independence, and power distance) were also measured. In Study 2, American adults reviewed a colorectal cancer screening decision aid. Decision preparedness was measured along with interdependence, independence, and desire for medical information. Results: In Study 1, higher interdependence predicted stronger desire for decision-making information in both countries, but was significantly stronger in Japan. The path from information desire to decision-making influence desire was significant only in Japan. The independence path to desire for decision-making influence was significant only in the United States. Power distance effects negatively predicted desire for decision-making influence only in the United States. For Study 2, high (low) interdependents and women (men) in the United States felt that a colorectal cancer screening decision aid helped prepare them more (less) for a medical consultation. Low interdependent men were at significantly higher risk for low decision preparedness. Conclusions: Study 1 suggests that Japanese participants may tend to view medical decision-making influence as an interdependent, information sharing exchange, whereas American respondents may be more interested in power sharing that emphasizes greater independence. Study 2 demonstrates the need to assess value influences on medical decision-making processes within and across cultures and suggests that individually tailored versions of decision aids may optimize decision preparedness. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",APA PsycArticles,https://research.ebsco.com/plink/30d08b01-614f-3053-aace-67aa26919a03,"Dec, 2015",ebsco_2026_06_batch11,EBSCO-Metadata-06_24_2026-12.csv,11,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=551-570,2026-06-26,2026-06-26
M0677,"Work–family conflict, emotional exhaustion, and displaced aggression toward others: The moderating roles of workplace interpersonal conflict and perceived managerial family support.","Liu, Yihao ; Wang, Mo ; Chang, Chu-Hsiang ; Shi, Junqi ; Zhou, Le ; Shao, Ruodan",2015,Journal of Applied Psychology,100,3,10.1037/a0038387,APA/PSYC,2014-56223-001,,"Taking a resource-based self-regulation perspective, this study examined afternoon emotional exhaustion as a mediator linking the within-person relations between morning work–family conflict and later employee displaced aggression in the work and family domains. In addition, it examined resource-related contextual factors as moderators of these relations. The theoretical model was tested using daily diary data from 125 employees. Data were collected at 4 time points during each workday for 3 consecutive weeks. Multilevel modeling analysis showed that morning family-to-work conflict was positively related to afternoon emotional exhaustion, which in turn predicted displaced aggression toward supervisors and coworkers in the afternoon and displaced aggression toward family members in the evening. In addition, morning workplace interpersonal conflict exacerbated the impact of morning work-to-family conflict on afternoon emotional exhaustion, whereas perceived managerial family support alleviated the impact of morning family-to-work conflict on afternoon emotional exhaustion. These findings indicate the importance of adopting a self-regulation perspective to understand work–family conflict at work and its consequences (i.e., displaced aggression) in both work and family domains. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",APA PsycArticles,https://research.ebsco.com/plink/e6ca627b-e6ed-38e1-b6e3-616e695522e1,"May, 2015",ebsco_2026_06_batch11,EBSCO-Metadata-06_24_2026-12.csv,11,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=551-570,2026-06-26,2026-06-26
M0678,Work values and work engagement within teams: The mediating role of need satisfaction.,"Schreurs, Bert ; van Emmerik, IJ. Hetty ; Van den Broeck, Anja ; Guenter, Hannes",2014,"Group Dynamics: Theory, Research, and Practice",18,4,10.1037/gdn0000009,APA/PSYC,2014-33190-001,,"Building on self-determination theory, we examined the relationship between shared work values and work engagement within teams. Specifically, we expected that employees would show higher levels of work engagement when working in teams characterized by intrinsic relative to extrinsic work values, and that this relationship can be explained by basic psychological need satisfaction. Multilevel analyses using data from 307 employees taken from 31 teams working in a variety of sectors in Belgium and the Netherlands largely supported the hypotheses: Individual-level need satisfaction partially mediated the relationship between team-level work values and individual-level engagement. Implications for practice and theory are discussed. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",APA PsycArticles,https://research.ebsco.com/plink/c6cd10d0-80f1-3d4d-9d19-5733b043a225,"Dec, 2014",ebsco_2026_06_batch11,EBSCO-Metadata-06_24_2026-12.csv,11,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,ebsco_record_range=551-570,2026-06-26,2026-06-26
M0679,An Ideal Student Factor and the validity of noncognitive measures of student potential.,"Schmitt, Neal; Bradburn, Jacob C.;",2018,International Journal of Selection & Assessment,26,2,10.1111/ijsa.12221,,134297501,,,,https://research.ebsco.com/plink/b634e44a-e2f7-370c-b2df-19cf62185b7d,Dec2018,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,included,True,L1 batch 2026-06-26; decision=included; Q1.1–Q1.3 all pass; confidence=high,complete,M0679,review/EBSCO/systematic_extraction_ebsco_on_hand.csv,,review/EBSCO/pdfs/EBSCO_M0679_Pfrombeck_2020_A_study_of_organizational_cynicism_and_how_it_is.pdf,True,fully_coded,available,ebsco_screened,ai_autonomous;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0680,A Structural Equation Model Estimation of the Role of Social Vulnerability as a Predictor of People's Feelings of Unsafety.,"Valente, Riccardo; Valera Pertegas, Sergi; Guàrdia Olmos, Joan;",2019,Social Indicators Research,143,2,10.1007/s11205-018-2004-2,,136787912,,,,https://research.ebsco.com/plink/920323b3-fd72-3d75-9e53-78d8533070f5,Jun2019,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0681,"Thriving of employees with disabilities: The roles of job self‐efficacy, inclusion, and team‐learning climate.","Zhu, Xiji; Law, Kenneth S.; Sun, Cong (Timothy); Yang, Dan;",2019,Human Resource Management,58,1,10.1002/hrm.21920,,134117077,,,,https://research.ebsco.com/plink/18c8a32e-41ba-3a4d-84e2-d40dbdd37677,Jan2019,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0682,Engage Them through Emotions: Exploring the Role of Emotional Intelligence in Public Sector Engagement.,"Levitats, Zehavit; Vigoda‐Gadot, Eran; Vashdi, Dana R.;",2019,Public Administration Review,79,6,10.1111/puar.13113,,139413235,,,,https://research.ebsco.com/plink/8f750f70-80e5-3fa9-96c2-c0b50419e25d,Nov/Dec2019,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0683,Testing the Integration Hypothesis in the Republic of Dagestan: The Role of Social Capital.,"Tatarko, Alexander;",2020,Applied Psychology: An International Review,69,4,10.1111/apps.12262,,146025925,,,,https://research.ebsco.com/plink/e0b766dc-c452-3ec3-b68c-cef0a48f5827,Sep2020,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0684,A study of organizational cynicism and how it is affected by social exchange relationships at work.,"Pfrombeck, Julian; Doden, Wiebke; Grote, Gudela; Feierabend, Anja;",2020,Journal of Occupational & Organizational Psychology,93,3,10.1111/joop.12306,,144949960,,,,https://research.ebsco.com/plink/5342f474-cd56-3c70-a6e1-4a16bcf241dd,Sep2020,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0685,"Social support and turnover among entry‐level service employees: Differentiating type, source, and basis of attachment.","Tews, Michael J.; Michel, John W.; Stafford, Kathryn;",2020,Human Resource Management,59,3,10.1002/hrm.21989,,142736380,,,,https://research.ebsco.com/plink/2c4f9f8c-2345-399b-81ca-864fe4888bc4,May2020,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0686,A Latent State‐Trait analysis of global self‐esteem: A reconsideration of its state‐like component in an organizational setting.,"Perinelli, Enrico; Alessandri, Guido;",2020,International Journal of Selection & Assessment,28,4,10.1111/ijsa.12308,,146948219,,,,https://research.ebsco.com/plink/27a9569b-f5fb-3b11-b584-da8a854b896b,Dec2020,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0687,"Chen et al. (2021) - Moral disengagement and moral judgment: the roles of moral endorsement, shareholder-value orientation, and intensity of moral issues","Chen, Nancy Yi-Feng; Li, Fuan; Feng, Shan; Zhang, Sixue;",2021,Ethics & Behavior,31,5,10.1080/10508422.2020.1744149,,150608361,,,,https://research.ebsco.com/plink/83700288-9912-304e-a500-f99743d43bf7,Jul2021,ebsco_2026_02;extraction_csv,ebsco_export_50_records.csv;systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,49,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0688,"Heavy-Work Investment: Its dimensionality, Invariance across 9 Countries and Levels before and during the COVID-19's Pandemic.","Shkoler, Or; Rabenu, Edna; Iqbal, Muhammad Zahid; Ferrari, Filippo;",2021,Revista de Psicologia del Trabajo y de Las Organizaciones,37,2,10.5093/jwop2021a8,,151717956,,,,https://research.ebsco.com/plink/41535022-93dd-3c19-b7db-98f282f76e7f,2021,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0689,The Migration of Viewers in Gaming Streaming: The Perspective of a Push-Pull-Mooring Model.,"Xu, Xiao-Yu; Wang, Lu-Yao; Zhao, Kai; Chang, Fang-Kai;",2021,International Journal of Human-Computer Interaction,37,14,10.1080/10447318.2021.1886480,,151468465,,,,https://research.ebsco.com/plink/0d708f7f-2bb5-3281-a2d1-d9d68c7e06b5,Aug2021,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0690,Ladders for Learning: Is Scaffolding the Key to Teaching Problem- Solving in Technology-Mediated Learning Contexts?,"Janson, Andreas; Sӧllner, Matthias; Leimeister, Jan Marco;",2020,Academy of Management Learning & Education,19,4,10.5465/amle.2018.0078,,147750854,,,,https://research.ebsco.com/plink/8fd693fc-dc9a-331e-829a-d9a724be6dce,Dec2020,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0691,A new look at the relationships between transformational leadership and employee attitudes—Does a high‐performance work system substitute and/or enhance these relationships?,"Ehrnrooth, Mats; Barner‐Rasmussen, Wilhelm; Koveshnikov, Alexei;",2021,Human Resource Management,60,3,10.1002/hrm.22024,,150206510,,,,https://research.ebsco.com/plink/584ff622-e738-3157-813b-aaf71d610d98,May2021,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0692,PRIVACY CONCERNS AND DATA SHARING IN THE INTERNET OF THINGS: MIXED METHODS EVIDENCE FROM CONNECTED CARS.,"Cichy, Patrick; Salge, Torsten Oliver; Kohli, Rajiv;",2021,MIS Quarterly,45,4,10.25300/misq/2021/14165,,153886347,,,,https://research.ebsco.com/plink/26b1f98e-5122-3909-99f5-060a632c41bc,Dec2021,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0693,ASSESSING COMMON METHOD BIAS: PROBLEMS WITH THE ULMC TECHNIQUE.,"Chin, Wynne W.; Thatcher, Jason Bennett; Wright, Ryan T.;",2012,MIS Quarterly,36,3,10.2307/41703491,,78164866,,,,https://research.ebsco.com/plink/0b5105ca-b16c-3d82-a029-9cd5b5d4d7dd,Sep2012,ebsco_2026_02,ebsco_export_50_records.csv,,,,,,,,pending,,,none,,,,,,not_read,unknown,ebsco_screened,default,2026-06-30,,2026-06-26,2026-06-26
M0694,Hutchins et al. (2018) - What imposters risk at work,"Hutchins, Penney, Sublett",2018,Human Resource Development Quarterly,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,28,,,pending,,,complete,3,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0695,Ahmad et al. (2021) - Understanding the antecedents and consequences,Ahmad et al.,2021,Sustainability (MDPI),,,10.3390/su13179675,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,4.6,,,pending,,,complete,4,systematic_extraction_40_studies.csv,,review/EBSCO/pdfs/EBSCO_M0100_Ahmad_2021_Understanding_the_Antecedents_and_Consequences_o.pdf,True,fully_coded,available,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-30
M0696,Igalla et al. (2020) - What explains the performance of community-based initiatives,Igalla et al.,2020,Public Management Review,,,10.1080/14719037.2019.1604796,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,5,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0697,Wang and Mangmeechai (2021) - Understanding the gap between environmental intention,Wang and Mangmeechai,2021,International Journal of Environmental Research and Public Health,,,10.3390/ijerph18020757,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,6,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0698,Niu et al. (2022) - The Influence of Leader Bottom-Line Mentality,Niu et al.,2022,International Journal of Environmental Research and Public Health,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,7,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0699,Jiang et al. (2020) - The impact of negative informal information,Jiang et al.,2020,International Journal of Environmental Research and Public Health,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,9,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0700,Eastman et al. (2020) - The impact of future time perspective,Eastman et al.,2020,Journal of Business Research,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,10,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0701,Silic et al. (2020) - The effects of a gamified human resource management,Silic et al.,2020,Human Resource Management Journal,,,10.1111/1748-8583.12272,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,11,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0702,Lou et al. (2021) - Promoting user participation of shared mobility,Lou et al.,2021,Sustainability (MDPI),,,10.3390/su13041533,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,12,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0703,Zhang et al. (2018) - Organizational learning and green innovation,Zhang et al.,2018,Journal of Business Research,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,13,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0704,Zhang and Wang (2019) - Influence of sustainable development,Zhang and Wang,2019,Sustainability (MDPI),,,10.3390/su11051384,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,14,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0705,Ogbonnaya (2019) - Exploring possible trade-offs,Ogbonnaya,2019,Human Resource Management Journal,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,15,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0706,Schreurs et al. (2014) - Work values and work engagement,Schreurs et al.,2014,Journal of Vocational Behavior,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,16,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0707,Brouer et al. (2015) - Political skill dimensionality,Brouer et al.,2015,Journal of Applied Psychology,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,17,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0708,Szőcs et al. (2016) - Linking cause assessment corporate philanthropy,Szőcs et al.,2016,Journal of Business Research,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,18,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0709,Janson et al. (2020) - Ladders for learning,Janson et al.,2020,Journal of Management Information Systems,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,19,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0710,Raymond et al. (2015) - Improving performance in medical practices,Raymond et al.,2015,BMC Medical Informatics and Decision Making,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,20,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0711,Shkoler et al. (2021) - Heavy-Work Investment,Shkoler et al.,2021,Applied Psychology,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,21,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0712,Morini et al. (2021) - Export barriers for SMEs,Morini et al.,2021,International Business Review,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,22,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0713,Cho et al. (2020) - Examining the job demands-resources model,Cho et al.,2020,Current Psychology,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,9.06,,,pending,,,complete,23,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0714,Moon et al. (2020) - Does employees' spirituality enhance job performance,Moon et al.,2020,Journal of Business Ethics,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,13.3,,,pending,,,complete,24,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0715,Tarafdar et al. (2020) - Explaining the link between technostress,Tarafdar et al.,2020,Information Systems Research,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,0.2,,,pending,,,complete,25,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0716,Williams and McGonagle (2015) - Four Research Designs,Williams and McGonagle,2015,Journal of Business and Psychology,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,26,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0717,Sackett and Zhang (2020) - Revisiting the Design of Selection Systems,Sackett and Zhang,2020,Annual Review of Organizational Psychology and Organizational Behavior,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,27,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0718,Laari et al. (2018) - The effect of a competitive strategy,Laari et al.,2018,International Journal of Physical Distribution & Logistics Management,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,,,,pending,,,complete,28,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0719,Owens et al. (2016) - Relational energy at work,Owens et al.,2016,Journal of Applied Psychology,,,,,,,,,,,extraction_csv,systematic_extraction_40_studies.csv,,,,,2,,,pending,,,complete,29,systematic_extraction_40_studies.csv,,,,fully_coded,unknown,extraction_coded,extraction_csv;key_fields>=4,2026-06-30,,2026-06-26,2026-06-26
M0720,"Organizational Dehumanization, Perceived Stress, and Patient Depersonalization in French Nurses: A Cross‐Sectional Test of the Spillover Model.","Mollet, Marie Charlotte ; Zerhouni, Oulmann ; Isnard Bagnis, Corinne ; Romo, Lucia ; Fontenot, Justin",2026,Journal of Nursing Management,2026,,10.1155/jonm/2207579,NA,194783789,21,"Objective: To examine the association between organizational dehumanization (OD) and nursing staff's perceived stress and to test whether perceived stress statistically mediates the relationship between OD and patient depersonalization, as proposed by the spillover model. Design: Cross‐sectional online survey. Methodology: A total of 291 registered nurses in France completed an online questionnaire measuring OD, perceived stress, and depersonalization. Mediation analysis with bias‐corrected bootstrapping was used to examine the hypothesized pathway linking OD to patient depersonalization through perceived stress. Results: OD is significantly associated with perceived stress. Perceived stress functioned as a partial and statistically significant mediator in the relationship between OD and depersonalization. A significant direct effect of OD on depersonalization persisted, suggesting that stress only partially explains the relationship. Conclusions: The findings provide cross‐sectional support for the spillover hypothesis: OD is associated with psychological strain which in turn is associated with depersonalized attitudes toward patients. These findings suggest that OD may be part of a stressful work climate in which depersonalization is more likely to be observed, although causal interpretations cannot be drawn. Impact: The results highlight OD as a potential psychosocial risk factor for nurses and as a contextual correlate of depersonalization in patient care. Policies should be informed by further longitudinal and intervention studies before drawing firm conclusions about mechanisms or causality. Also, interventions should prioritize reducing the perceived stress of staff and restoring the ethical quality of the work environment over merely managing individual stress. Implication for Nursing Management: These findings suggest that nursing managers should address OD as a contextual risk factor by reducing dehumanizing organizational practices and strengthening ethical, resource‐preserving work conditions, rather than relying solely on individual stress‐management strategies.",CINAHL Ultimate,https://research.ebsco.com/plink/5c51a45d-d268-37fb-aa13-d1549a26f8e5,6/22/2026,ebsco_2026_search_order,EBSCO-Metadata-06_26_2026.csv,,,,,,,,included,True,L1 batch 2026-06-26; decision=included; Q1.1–Q1.3 all pass; confidence=medium,complete,M0720,review/EBSCO/systematic_extraction_ebsco_on_hand.csv,,review/EBSCO/pdfs/imports/Mollet_2026_jonm_2207579.pdf,True,fully_coded,available,ebsco_screened,ai_autonomous;key_fields>=4,2026-06-30,ebsco_search_position=21;ebsco_record_range=1-50;export_only_added=2026-06-26,2026-06-26,2026-06-26
