Refid,level1_user,Q1.1,Q1.2,Q1.3,management_domain,empirical_ulmc,not_pls,level1_include,text_extraction,author_fit_claims,ulmc_improves_fit,method_variance_pct,author_conclusion,ulmc_in_final,final_include,source,extraction_date
269,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Common method bias can imply problems for survey research that relies on self-reported data, specifically when the dependent and the independent variables are reported by the same person at the same time. To control for common method bias, we obtained measures for the dependent variable in this study (firm performance) from a different data source. In addition, our dependent variable measures are based on objective archival data, which excludes the presence of variance related to the respondent’s social desirability, lenience, or acquiescence biases. In addition, we fol- lowed Podsakoff, MacKenzie, Lee, and Podsa- koff’s (2003) recommendations for the survey design: (1) in our cover letter, we guaranteed respondent anonymity and asked for sincer- ity to reduce evaluation apprehension; and (2) we used previously well-known, tested, and validated scales to reduce the chances that a deficient wording of the questions would lead the respondents to provide so- cially desirable answers. However, the potential for common method variance may exist in our model because a common data source was used to measure the HIWPs and PESs. To control for common method bias in this relation- ship, we tried to control for the effect of a single unmeasured latent method factor, as recommended by Podsakoff et al. (2003). Toward this end, we specified a model that included the constructs from our concep- tual model and one additional method fac- tor. However, we encountered problems with identification of the model, and we were unable to make it converge. This is a relatively common pitfall of this procedure (Podsakoff et al., 2003). Therefore, we used Harman’s single-factor test to estimate the extent of the common method bias based on these two scales. If common method variance existed, a single factor would emerge from a factor analysis of all of the measure- ment items, or there would be a factor that accounted for most of the variance. The factor analysis revealed four factors with eigenvalues greater than 1.0 that accounted for 71.54 percent of the variance. The first factor accounted for 28.93 percent of the variance. In short, taking into account the use of archival data for the dependent variable and the results of Harman’s single-factor test, we felt confident that common method bias was not a serious problem in this study.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,"Authors used Harman's 1-factor because ULMC didn't converge, nor was the model identified.",TRUE,legacy_distillersr,2022-2023
270,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"This analysis opts for structural equation modelling (SEM) for hypothesis testing instead of ordinary linear regression, for two principal reasons. First, since most research constructs are factors, modelling them as latent variables in SEM allows accounting for measurement error. Second, SEM enables the analysis to include a single unmeasured latent method factor (Podsakoff, MacKenzie, Lee and Podsakoff 2003) for a rigorous control of common method variance, which is a potential problem with these data because the explanatory variables and the response variable were measured with the same research instrument at the same time using the same informant. This procedure controls for systematic variance among the items associated with the latent variables in the model by adding a first-order factor with all of the said items as indicators. The analysis employs the MPlus Version 6 software package (Muthe ́n and Muthe ́n 1998–2010) to test the hypotheses in a procedure consisting of multiple stages. The first stage ensures the dimensionality, reliability and validity of the measurement models for the latent variables (Anderson and Gerbing 1988). The second stage tests H1 and H3 by estimating successive linear structural models. The third stage examines H2a–j, H4 and H5 by estimating a structural linear model separately for the self-employed and salaried employee subsamples, and by using group comparisons to investigate potential differences in the path coefficients between the groups…. The final step of the model assessment addresses the effect of common method variance, which may inflate the relationships especially between the attitudinal items constituting work characteristics and job satisfaction. In order to deal with the model identification problem common with the single unmeasured latent method factor (Podsakoff et al. 2003), the analysis sets one parameter in each set of items constituting a factor, loading on the method factor, to be equal. The parameter estimates in the relationships between the explanatory variables and job satisfaction change very little with the addition of the method factor, suggesting that common method variance is not a serious issue in these data.",The inclusi&oacute;n of a ULMC did improve the fit of the model,No,NA,Common method bias does not pose a significant threat to the study conclusions,"An exemplar for reporting different models and parameter estimates transparently.  You can see both the changes in the model fit statistics, model comparisons, and key parameter estimates.",TRUE,legacy_distillersr,2022-2023
271,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
272,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
273,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Finally, because we used self-reported data obtained from the same source, common method bias concerns needed to be addressed and systematic measurement error evaluated. Following the lead of Jarvis et al. (2003), we used different techniques for controlling common method bias, including ex-ante procedural remedies for the sur- vey design and ex-post statistical controls. First, the survey was designed to prevent common method bias problems",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,10.16,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
274,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"To ensure that the constructs of our research model could be meaningfully distin- guished, we conducted CFA to compare a series of measurement models. Specifically, our 4-factor research model where items were loaded on the theoretically assumed correlated latent factors (i.e., gender role orientation, work demands, family demands, and FWC) was set against alternative solutions (two-factor model, combining work and family demands: χ2/df = 4.26, CFI = 0.78, GFI = 0.77, RMSEA = 0.08, SRMR = 0.17; three-factor model, combining work demands, family demands, and FWC: χ2/df = 7.59, CFI = 0.51, GFI = 0.44, RMSEA = 0.11, SRMR = 0.17). The four-factor solution consistently fitted the data better (χ2/df = 2.29, CFI = 0.91, GFI = 0.87, RMSEA = 0.08, SRMR = 0.15), supporting the structure of our research model. As we used only the self-report measures, which may increase the threat of common method variance (CMV) bias [46], we examined an alternative model that matched our hypothesized research model, except for the inclusion of an unmeasured, latent method factor [46]. The model fit was very poor (χ2/df = 8.69, CFI = 0.56, GFI = 0.48, RMSEA = 0.18, SRMR = 0.18), indicating that it was unlikely that any substantial proportion of variability in responses could be attributed to the method factor.",The inclusion of a ULMC harmed the fit of the model (the fit of the proposed model was superior),No,NA,Common method bias does not pose a significant threat to the study conclusions,The fit of the model somehow worsened.,TRUE,legacy_distillersr,2022-2023
275,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
276,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"In the regression analysis, the study used unmeasured latent method factor technique recommended by Podsakoff, MacKenzie and Podsakoff (2012). This technique involves adding a first-order method factor that only measures are the indicators of the theoretical constructs of interest that share a common method. The results from this analysis showed that the common method variance only accounted for a small portion (14.4%) of the total variance, that is just above half the amount of method variance (25%) observed by Williams, Cote and Buckley (1989). The result suggests that common method variance is not a pervasive problem in this study.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,14.4,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
277,chriscastille6,Yes,NA,Yes,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
278,chriscastille6,Yes,Yes,Yes,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
279,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Additionally, because all data were collected through self-report measures at one point in time, our results could have been inflated by common method bias. To address this issue, we used the unmeasured latent method factor approach, as recommended by Podsakoff et al. (2003). The advantages of this statistical approach, which has already been applied in prior studies (e.g. Liao 2007), are that it does not require specifying the source of method bias, and it controls for any systematic variance among the items that is independent of the covariance because of the constructs of interest (Podsakoff et al. 2003, 2012). Specifically, this method involves adding a first-order factor to the hypoth- esized measurement model with all of the measures as indicators. Accordingly, we tested our five-factor mode with an additional method factor. This model resulted in a better fit than the original five-factor model, as indicated by the fit indices: v2 (231) = 234.17, D v2 (32) = 88.32, p \ .01, CFI = .98; RMSEA = .04; SRMR = .04. How- ever, the method factor added to the hypothesized mea- surement model accounted for 27 % of the total model variance, which is only marginally above the average percentage (26 %) reported in self-report studies (Williams et al. 1989; Podsakoff et al. 2003). This suggests that common method bias is unlikely to be a problem in our study.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,27,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
280,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"All measures relied upon self-report. To examine whether the common method bias would account for all the relationships among the variables, “an unmeasured latent method factor test” was used to assess potential over-inflation due to common method variance [51]. We allowed all of the items to load on this method factor along with their hypothesized latent factor. The fit of this model (4 substantive fac- tors + 1 method factor) did provide a better fit to the data (χ2 = 65.66, df = 15, p < 0.001). How- ever, the percentage of explained variance of safety citizenship behavior only improved 2%, and the aver- age amount of method variance in similar research was 25% [52], the benefit of the current method factor is comparatively small.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,2,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
281,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
282,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"It should be kept in mind that there are limitations in this study. First, we used self-reports to collect data, which may increase the possibility of contamination of the reported relationships through common method variance (CMV). However, such influences are more likely in cross-sectional rather than longitudinal studies because only a few participants might be able to recall their Time 1 scores during the second wave of the study. Thus our two-wave design, separating assessments of presenteeism and health outcomes, lowers the likelihood of finding correlations due to consistency in responses. In addition, using data at Time 1, we tested an alternative model that matches our hypothesized research model except for the inclusion of an unmeasured, latent method factor, following the suggestion by Podsakoff, MacKenzie, Lee, and Podsakoff (2003). The model fit was very poor (χ2 = 836.91, df = 515, GFI = .65, RMSEA = .06), indicating that it was unlikely that any substantial proportion of variability in responses could be attributable to the method. Nonetheless, there is still room for improvement in the study design. Future research, for instance, should collect objective data such as days of sick leave as indicators of health.",The inclusion of a ULMC harmed the fit of the model (the fit of the proposed model was superior),No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
283,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"As all data were collected from a single source and self-reported, spurious relationships among research variables may have occurred owing to common method variance (CMV; Podsakoff, MacKenzie, Lee, & Podsakoff, 2003). We conducted a set of analyses to determine the extent of method variance in the data. Following procedures used in previous studies (e.g., Carlson & Kacmar, 2000; Facteau, Dobbins, Russell, Ladd, & Kudisch, 1995; Williams, Cote, & Buckley, 1989), we used confirmatory factor analysis to test four alternative models: Model 1, a null model (i.e., no factors underlie the data); Model 2, a single-method factor model (i.e., items are loaded on a single-method factor); Model 3, a multifactor measurement model (i.e., items are loaded on their theoretical constructs); and Model 4, a measurement model with an additional unmeasured latent-method factor (i.e., items are loaded on their theoretical constructs as well as on a latent method factor). If a common method factor exists, Model 2 should fit the data better than should Model 1, and Model 4 should fit the data better than should Model 3. The results showed that, according to the calculations of comparative fit index (CFI), normed fit index (NFI), and root mean square error of approximation (RMSEA), Model 2 (2 = 1203.94, df = 170, p < .001; CFI = .72; NFI = .69; RMSEA = .17) had a significantly better fit than did Model 1 (2 = 2182.19, df = 190, p < .001), Δ2 = 978.25, Δdf = 20, p < .001, but it fit the data very poorly; Model 4 (2 = 278.19, df = 144, p < .001; CFI = .96; NFI = .93; RMSEA = .06) fit the data significantly better than did Model 3 (2 = 383.00, df = 164, p < .001; CFI = .94; NFI = .90; RMSEA = .08), Δ2 = 104.81, Δdf = 20, p < .001, but it provided a relatively small improvement in model fit. We then partitioned the variance accounted for by Model 4 into three components: trait (i.e., the theoretical constructs), method, and random error. The results showed that the trait factor accounted for 68% of the variance, and the method factor accounted for only 21% of the variance, which is less than the amount of method variance (25%) observed by Williams et al. (1989). Taken together, the results of the above analyses suggest that CMV was not a serious problem in this study. In addition, it has been found that CMV cannot create an artificial interaction effect but makes it more difficult to detect through statistical means (Siemsen, Roth, & Oliveira, 2010). Therefore, the relationships observed in this study represented substantive rather than spurious effects.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,21,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
284,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
285,chriscastille6,Yes,Yes,Yes,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
286,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Interconstruct correlation on the performance measures give rise to common method bias concerns, particularly the performance measures correlating at 0.83 (Table 5). Ac- cordingly, the unmeasured latent method factor approach (Bagozzi 2011; Williams, Buckley, and Cote 1989) was used to check for common method bias. First, the trait-only CFA was run with hypothesized trait factors (χ2 (237) = ,1134.7; RMSEA = 0.047 (< 0.05); CFI = 0.949 (> 0.9); and normed χ2 Cmin/df = 4.78 (< 5.0)). Second, the method-only model was run with all measures loading on a single factor (χ2 = 8,594.2; RMSEA = 0.1407 (> 0.05); CFI = 0.526 (< 0.9); and normed χ2 Cmin/df = 34 (> 5.0)). The method- only model shows a very poor fit. Finally, the trait-method model was run, including the focal traits and the single method factor (χ2 = 738.9; RMSEA = 0.038 (< 0.05); CFI = 0.97). (> 0.9); and normed χ2 Cmin/df = 3.46 (< 5.0)). The chi- square difference test between the trait-method model and the method-only model revealed significance of trait variance (Δχ2 = 7,855.3 > χ2 = 54.6). Similarly, the chi- (39) (39) critical square difference test between the trait-method model and the trait-only model revealed significance of method variance (Δχ2 = 395.8 > χ2 = 24.5). Although both the differences are significant, the method- only model shows poor fit overall. Further, the interconstruct correlations between the two performance measures did not change significantly between the traits-only (0.83) and trait-method (0.81) models. Thus, the results suggest a slight influence of the common method bias; however it is not suf- ficient to confound the substantive relationship between the two performance facets.",The inclusi&oacute;n of a ULMC did improve the fit of the model,No,NA,Common method bias does not pose a significant threat to the study conclusions,The authors use the ULMC to speak to a lack of discriminant validity in their performance measures rather than as a global test of method bias (one that involves testing whether the model as a whole is contaminated by CMV). This is problematic because many effects are small.,TRUE,legacy_distillersr,2022-2023
287,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"We performed several statistical tests to control for any systematic correlation between the main variables due to the measurement method. First, we applied the Kol- mogorov–Smirnov test (Siegel and Castellan 1988) to assess the impact of non-response bias by comparing the observable characteristics of bribe-paying firms against other firms. We did not find evidence for significant dif- ferences between firms, who reported that they engage in bribery and firms who did not. Second, we performed a confirmatory factor analysis to control for the effect of a single unmeasured latent method factor. We compared the fit of a model that included the latent method factor with a model that did not (Podsakoff et al. 2003). We did not find evidence indicating that common method bias and common method variance exist in our sample.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,The authors use an assertion without evidence strategy.,TRUE,legacy_distillersr,2022-2023
288,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
289,chriscastille6,Yes,No,NA,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
290,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"We examined the discriminant validity of the substantive variables of our study using confirmatory factor analysis in Mplus 7.4 (Muthén & Muthén, 1998–2012). As Table 1 shows, the hypothesized 9‐factor model displayed a good fit to the data (χ2[341] = 516.83, confirmatory fit index = 0.94, root mean square error of approximation = 0.06, standardized root mean residual = 0.05) and outperformed any alternative, more parsimonious model (p < 0.01). Thus, our variables were distinguishable. Table 2 provides the descriptive statistics, correlations, and reliability estimates for the study variables. However, two sets of variables were measured at the same time by the same source, calling into question whether common method variance within time points could occur. We used the unmeasured latent method factor technique (Podsakoff et al., 2012) to examine this issue with confirmatory factor analysis, which revealed that common method bias does not appear to be a serious concern in the present study (results available from the authors).",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,The authors provided no model fit statistics. They essentially claimed that there was no evidence of method variance and offered to make the results available if requested.,TRUE,legacy_distillersr,2022-2023
291,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"To determine the extent of the influence of CMV in our current data, this study conducted a post hoc examination with the statistical test that controlled for the effects of a single unmeasured latent method factor (Podsakoff et al., 2003).1 Results of that analysis showed that the method factor accounted for only 14% of the total variance. This level of method variance is much less than 25%, which is the median value of method variance observed by Williams, Cote, and Buckley (1989). This study thus believes that CMV did not largely influence the results.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,14,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
292,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"ext, since all measures were obtained from the same source, we employed techniques to account for potential effects of common method variance (Podsakoff et al. 2003). Following prior research, we controlled for the effects of a single unmeasured latent method factor by including it directly in the SEM model (MacKenzie et al. 1999; Moorman et al. 1998). All item loadings were con- strained to be equal in their loadings on the method factor (Conger et al. 2000; Elangovan and Xie 1999; MacKenzie et al. 1999). Finally, to explicitly examine the mediating effects of PA and NA, we conducted indirect effects ana- lysis (Preacher and Hayes 2008; Preacher et al. 2007).… Finally, we included a first-order common method factor (CMF) while estimating the model again to control for common method variance. Table 3 displays the standard- ized parameter estimates before and after controlling for this common method factor. All relationships were significant and of similar if not the same magnitude, which indicated that the data were not influenced by common method variance. Average loading of all standardized estimates with CMF was -.76. Taken together, the results provide further evidence for our hypothesized model of listening effect.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,The authors do not provide a conclusion regarding the role of common method bias,"The authors do not report model fit statistics for the ULMC. However, they do suggest that bias was substantial. The average loading onto the ULMC was negative .76.",TRUE,legacy_distillersr,2022-2023
293,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"As the data are based on a cross-sectional survey, common method bias (CMB) (e.g., Podsakoff, MacKenzie, Lee, & Podsakoff, 2003) is a potential issue regarding the validity of the results. With a Harman one-factor test as a first diagnostic tool, one unrotated factor from all observed variables accounted for 28% of the variance with principal components analysis and 26% with principal axis or maximum likelihood extraction, a value well below the 50% threshold (Podsakoff et al., 2003, p. 890). A second CMB analysis based on the SEM approach consisted in including an unmeasured latent method factor, i.e., all observed indicators do not only load on their respective theoretical constructs, but also on a latent common methods variance factor, and the significance of the structural parameters is exam- ined both with and without this method factor (Podsakoff et al., 2003, p. 891). A model with such a method factor added showed slightly better fit than the model without the method factor (Dv2(8) 1⁄4 76.8, p < .01, DCFI1⁄40.007), but except for the path from time pressure to TI which dropped to zero, all other coefficients remained within a margin of .04 compared to the original coefficients, and statistical significance corre- sponds to the original results, too. Overall, these analyses suggest that some CMB might be present, but not to an extent that would threaten the valid- ity of the findings.",The inclusi&oacute;n of a ULMC did improve the fit of the model,No,NA,Common method bias does not pose a significant threat to the study conclusions,One effect went to zero after controlling for CMV.,TRUE,legacy_distillersr,2022-2023
294,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"As all measures were rated by the focal employee, we tested for common method bias by computing a confirmatory factor analysis for the four latent variables with and without a same-source first-order factor added test. This unmeasured latent method factor was set to have indicators of all self-report items,1 therefore controlling for the portion of variance attributable to obtaining all measures from a single source (see Podsakoff, MacKenzie, & Podsakoff, 2012). As all factor loadings and intercorrelations were almost identical in both models (factor loadings: 0.43–0.87; intercorrelations: 20.71–0.57), common method variance was not believed to be a source of bias in this study’s data.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
295,chriscastille6,Yes,No,No,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
296,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Because we obtained all measures from the same source, we employed both procedural (as explained previously) and statistical remedies to minimize the potential effects of CMB (Podsakoff et al. 2003). Although it has been argued that CMB is more likely to emerge in simple models versus more complex theory-driven models that include interac- tion effects (Chang et al. 2010), as is the case in the current study, we applied some statistical remedies to test for CMB. We performed and passed (v2 = 3004.97, df = 252; v2/df = 11.92; RMSEA = .211; NNFI = .507; SRMR = .183; CFI = .507) a Harman single-factor test (Podsakoff and Organ 1986). Because the Harman test is generally regarded as a lower bound on the likelihood of CMB and to control for the systematic measurement error of the rela- tionships between the latent constructs, we also included a single unmeasured latent method factor directly in the baseline structural equation model (Model 3a in Podsakoff et al. 2003). By comparing the baseline models with and without the unmeasured latent factor, we are able to control for the portion of variance in the indicators that is attributable to obtaining the measures from the same source. In the baseline model with the unmeasured latent factor, we allowed the manifest indicators to load on their respective theoretical constructs, as well as on the unmeasured latent factor. In accordance with the literature (e.g., MacKenzie et al. 1999), we needed to constrain some of the method factor loadings to be equal when estimating this model. The results show that the overall pattern of significant relationships remains consistent in both models. Therefore, our tests suggest that neither our results nor the interpretation of our findings are substantively affected by CMB.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,"They provided fit statistics for Harmans test, but not for the ULMC.",TRUE,legacy_distillersr,2022-2023
297,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Because the study was cross-sectional and used self-report measures, we controlled for common method bias to ensure that systematic error variance did not account for the observed relationships between the constructs. Given the potentially sensitive nature of environmental topics, we re- estimated the measurement model with social desirability as a latent method factor to partition the variance between trait, method, and uniqueness (see Podsakoff et al. 2003, 2012). Of the method factor loadings, only one was found to be statistically significant, thereby minimizing concerns about social desirability. However, because other possible causes of method variance may contaminate the data (e.g., consistency motifs, acquiescence, implicit theories), we also re-estimated the model using the single unmeasured latent method factor technique, which indiscriminately controls ‘‘for all systematic sources of bias’’ (Podsakoff et al. 2012, p. 553). For identification purposes, the method factor loadings were constrained to be equal. Although these were found to be statistically significant, the results indicated neither improvement in fit indices (S–B v2 = 679.91 with 244 df, CFI = 0.95, RMSEA = 0.06, RMSEA confidence interval = 0.05, 0.06) nor substantive differences in parameter estimates (the method factor represented only a small portion, less than 10 %, of the total variance), suggesting that common method bias was not a serious threat to the validity of our findings.",The inclusion of a ULMC did not improve the fit of the model (no change in model fit),Yes,9.9,Common method bias does not pose a significant threat to the study conclusions,Technically the authors stated that less than 10% was method.,TRUE,legacy_distillersr,2022-2023
298,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Data were analyzed using SPSS version 18.0 and LISREL version 8.8 software. Confirmatory factor analysis (CFA) was used to analyze the structures of the factors. The severity of bias caused by common methods variance (CMV) was evaluated using Harman’s one-factor test, as proposed by Podsakoff and Organ (1986), and by assessing the change in model fit after controlling for the effects of a single unmeasured latent method factor (Podsakoff, MacKenzie, Lee, & Podsakoff, 2003)…. There was good fit between the data and the theoretical model (Figure 1, 2 = 408.37, df = 147, confirmatory fit index [CFI] = .97, incremental fit index [IFI] = .97, normed fit index [NFI] = .96, root mean square error of approximation [RMSEA] = .078). Figure 1 presents the structural equation modeling results for the theoretical model, which explained 57% of the variance in organizational commitment. In order to control the influences of CMV, we controlled the effects of a single unmeasured latent method factor and introduced an assumed common method factor into the theoretical model. The results of this modified model indicated that there was no change in any of the positively correlative path coefficients or significance levels, further illustrating that CMV does not confound the results of this research.  Results of the Sobel test (Preacher & Hayes, 2004) indicated a significant mediating function of organizational justice (t ≥ 6.04; p < .001) and job characteristics (t ≥ 3.57; p < .001), supporting our research hypotheses. The assumed four-factor model had a good fit (2 = 392.19, df = 146, CFI = .97, IFI = .97, NFI = .96, RMSEA = .08), indicating good discriminant validity among the factors. The CFA fit indices of Harman’s single-factor test (Podsakoff & Organ, 1986) were poor (2 = 2046.53, df = 152, CFI = .87, IFI = .87, NFI = .85, NNFI = .85, RMSEA = .21), indicating little CMV among the four variables. When a common method variation factor was added into the four-factor model, there was little change in the fit indices (2 = 274.54, df = 127, CFI = .98, IFI = .98, NFI = .97, RMSEA = .06). Although 2 decreased significantly (Δ2 = 117.65, Δdf = 19, p < 0.001), the improvement in RMSEA, CFI, IFI, NFI, and NNFI was small (.01–.02), indicating little improvement in the model’s fit indices after the addition of one CMV factor. Together, these results indicate that there was no significant CMV.",The inclusi&oacute;n of a ULMC did improve the fit of the model,No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
299,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Once the field work was completed and the data pro- cessed, the authors performed additional statistical tests to discard the existence of common method bias. Based on Podsakoff et al.’s (2003) recommendations for controlling for common method variance in different research setting, we identified the method based on controlling for the effects of a single unmeasured latent method factor as the most adequate control test for the purpose of our research. Using this procedural remedy, researchers can minimize, if not totally eliminate, the potential effects of common method variance on the findings of their research. The ‘main advantage of this technique is that it does not require the researcher to identify and measure the specific factor responsible for the method effects. In addition, this tech- nique models the effect of the method factor on the mea- sures rather than on the latent constructs they represent and does not require the effects of the method factor on each measure to be equal’ (Podsakoff et al. 2003). Based on its advantages, we include this control variable in our analy- ses. Thus, the results shown in this article represent the real composition of customer CSR perceptions once method biases influencing CSR image have been reduced to a minimum.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,The authors do not provide a conclusion regarding the role of common method bias,NA,TRUE,legacy_distillersr,2022-2023
300,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
301,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
302,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"To address common method biases, we applied several procedures, as recommended by Podsakoff, MacKenzie, Lee, and Podsakoff (2003). First, although our questions should not raise social desirability concerns, we assured our participants that the questionnaire contained no right or wrong answers and that all data would be used anony- mously. In addition, participants were asked to provide their answers as spontaneously as possible. As for statistical remedies, we explored whether a substantial amount of variance in our variables could be explained by a common method factor. Therefore, we followed Podsakoff et al. (2003) and added an unmeasured latent method factor to our structural model to control for pos- sible method bias. All indicator variables were allowed to load on this factor, which we specified to be uncorrelated with the constructs of our model. All path coefficients that were significant in our resulting model were also significant when we included the common method factor. Thus, we found no evidence that our study suffered from common method bias (Podsakoff et al., 2003).",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,The authors refer to the lack of change in the significance in the structural paths as evidence that CMV is not an issue.,TRUE,legacy_distillersr,2022-2023
303,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"As with all self-reported data, there is a potential for common method bias resulting from a single respondent (Podsakoff, MacKenzie, Lee, and Podsakoff, 2003; Podsakoff and Organ, 1986). First, the Harman’s single- factor test is used, in which all items from the constructs load onto factors to determine whether the majority of the variance can be accounted for by one general factor. The results suggest that the model does not achieve acceptable fit, suggesting that all items do not belong to any single common method factor. Second, a more rigorous approach is adopted by controlling for the effects of an unmeasured latent method factor (Podsakoff et al., 2003). Here the items are allowed to load on their theoretical constructs as well as on the latent common method factor. The results suggest that the mode does not achieve acceptable fit either, due to the negative variance. The factor loadings also indicate that none of the items have significant coefficients to the latent common method factor.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,The authors do not provide a conclusion regarding the role of common method bias,No model fit statistics provided.,TRUE,legacy_distillersr,2022-2023
